idade,salario_anual,num_contas,num_cartoes,juros_emprestimo,num_emprestimos,dias_atraso,num_pagamentos_atrasados,divida_total,investimento_mensal,score_credito
21.0,12.986.745,4.0,3.0,10.0,2.0,30.0,20.0,1489.49,16.286.719.355.483.000,Regular
21.0,12.986.745,4.0,3.0,10.0,2.0,30.0,15.0,1489.49,16.286.719.355.483.000,Regular
22.0,12.986.745,4.0,3.0,10.0,2.0,30.0,18.0,1489.49,16.286.719.355.483.000,Regular
22.0,12.986.745,4.0,3.0,10.0,2.0,30.0,17.0,1489.49,16.286.719.355.483.000,Regular
22.0,12.986.745,4.0,3.0,10.0,2.0,28.0,20.0,1489.49,16.286.719.355.483.000,Regular
22.0,12.986.745,4.0,3.0,10.0,2.0,28.0,17.0,1489.49,16.286.719.355.483.000,Regular
43.0,58317.0,8.0,5.0,9.0,6.0,18.0,17.0,98.97,5.795.122.336.180.110,Regular
43.0,58317.0,8.0,5.0,9.0,6.0,18.0,20.0,98.97,5.795.122.336.180.110,Regular
44.0,58317.0,8.0,5.0,9.0,6.0,16.0,20.0,98.97,5.795.122.336.180.110,Regular
44.0,58317.0,8.0,5.0,9.0,6.0,18.0,23.0,98.97,5.795.122.336.180.110,Regular
44.0,58317.0,8.0,5.0,9.0,6.0,18.0,20.0,98.97,5.795.122.336.180.110,Regular
44.0,58317.0,8.0,5.0,9.0,6.0,18.0,20.0,98.97,5.795.122.336.180.110,Regular
44.0,58317.0,8.0,5.0,9.0,6.0,18.0,20.0,98.97,5.795.122.336.180.110,Regular
44.0,58317.0,8.0,5.0,9.0,6.0,22.0,20.0,98.97,5.795.122.336.180.110,Regular
36.0,42171.98,2.0,7.0,10.0,3.0,4.0,10.0,556.91,5.671.137.669.245.960,Regular
36.0,42171.98,2.0,7.0,10.0,3.0,4.0,8.0,556.91,5.671.137.669.245.960,Regular
37.0,42171.98,2.0,7.0,10.0,3.0,4.0,10.0,556.91,5.671.137.669.245.960,Regular
37.0,42171.98,2.0,7.0,10.0,3.0,2.0,10.0,556.91,5.671.137.669.245.960,Alto
37.0,42171.98,2.0,7.0,10.0,3.0,4.0,10.0,556.91,5.671.137.669.245.960,Alto
37.0,42171.98,2.0,7.0,10.0,3.0,2.0,10.0,556.91,5.671.137.669.245.960,Alto
37.0,42171.98,2.0,7.0,10.0,3.0,4.0,10.0,556.91,5.671.137.669.245.960,Alto
37.0,42171.98,2.0,7.0,10.0,3.0,4.0,10.0,556.91,5.671.137.669.245.960,Regular
36.0,71681.4,3.0,6.0,15.0,1.0,7.0,8.0,1293.02,7.460.290.879.544.420,Regular
36.0,71681.4,3.0,6.0,15.0,1.0,8.0,6.0,1293.02,7.460.290.879.544.420,Regular
36.0,71681.4,3.0,6.0,15.0,1.0,8.0,10.0,1293.02,7.460.290.879.544.420,Regular
36.0,71681.4,3.0,6.0,15.0,1.0,4.0,8.0,1293.02,7.460.290.879.544.420,Alto
36.0,71681.4,3.0,6.0,15.0,1.0,8.0,8.0,1293.02,7.460.290.879.544.420,Alto
36.0,71681.4,3.0,6.0,15.0,1.0,5.0,6.0,1293.02,7.460.290.879.544.420,Alto
36.0,71681.4,3.0,6.0,15.0,1.0,8.0,10.0,1293.02,7.460.290.879.544.420,Alto
36.0,71681.4,3.0,6.0,15.0,1.0,8.0,8.0,1293.02,7.460.290.879.544.420,Alto
16.0,29469.98,7.0,7.0,24.0,5.0,53.0,21.0,3421.66,24.066.131.449.353.700,Regular
16.0,29469.98,7.0,7.0,24.0,5.0,50.0,18.0,3421.66,24.066.131.449.353.700,Regular
16.0,29469.98,7.0,7.0,24.0,5.0,53.0,24.0,3421.66,24.066.131.449.353.700,Regular
16.0,29469.98,7.0,7.0,24.0,5.0,53.0,21.0,3421.66,24.066.131.449.353.700,Baixo
16.0,29469.98,7.0,7.0,24.0,5.0,53.0,21.0,3421.66,24.066.131.449.353.700,Baixo
16.0,29469.98,7.0,7.0,24.0,5.0,53.0,21.0,3421.66,24.066.131.449.353.700,Baixo
16.0,29469.98,7.0,7.0,24.0,5.0,58.0,24.0,3421.66,24.066.131.449.353.700,Baixo
16.0,29469.98,7.0,7.0,24.0,5.0,53.0,21.0,3421.66,24.066.131.449.353.700,Baixo
19.0,72559.36,4.0,5.0,17.0,4.0,14.0,21.0,1173.7,8.249.686.626.015.250,Regular
19.0,72559.36,4.0,5.0,17.0,4.0,14.0,22.0,1173.7,8.249.686.626.015.250,Regular
20.0,72559.36,4.0,5.0,17.0,4.0,18.0,22.0,1173.7,8.249.686.626.015.250,Regular
20.0,72559.36,4.0,5.0,17.0,4.0,14.0,18.0,1173.7,8.249.686.626.015.250,Regular
20.0,72559.36,4.0,5.0,17.0,4.0,14.0,21.0,1173.7,8.249.686.626.015.250,Regular
20.0,72559.36,4.0,5.0,17.0,4.0,16.0,19.0,1173.7,8.249.686.626.015.250,Regular
20.0,72559.36,4.0,5.0,17.0,4.0,14.0,19.0,1173.7,8.249.686.626.015.250,Regular
20.0,72559.36,4.0,5.0,17.0,4.0,15.0,19.0,1173.7,8.249.686.626.015.250,Regular
36.0,15566.02,8.0,5.0,32.0,4.0,16.0,20.0,1693.95,4.657.667.279.779.640,Baixo
36.0,15566.02,8.0,5.0,32.0,4.0,17.0,20.0,1693.95,4.657.667.279.779.640,Baixo
37.0,15566.02,8.0,5.0,32.0,4.0,12.0,19.0,1693.95,4.657.667.279.779.640,Baixo
37.0,15566.02,8.0,5.0,32.0,4.0,17.0,20.0,1693.95,4.657.667.279.779.640,Regular
37.0,15566.02,8.0,5.0,32.0,4.0,17.0,20.0,1693.95,4.657.667.279.779.640,Baixo
37.0,15566.02,8.0,5.0,32.0,4.0,13.0,23.0,1693.95,4.657.667.279.779.640,Baixo
37.0,15566.02,8.0,5.0,32.0,4.0,12.0,17.0,1693.95,4.657.667.279.779.640,Baixo
37.0,15566.02,8.0,5.0,32.0,4.0,17.0,23.0,1693.95,4.657.667.279.779.640,Regular
18.0,66567.32,5.0,7.0,5.0,2.0,7.0,15.0,233.79,666.883.582.507.525,Regular
18.0,66567.32,5.0,7.0,5.0,2.0,7.0,15.0,233.79,666.883.582.507.525,Regular
18.0,66567.32,5.0,7.0,5.0,2.0,7.0,12.0,233.79,666.883.582.507.525,Regular
18.0,66567.32,5.0,7.0,5.0,2.0,7.0,15.0,233.79,666.883.582.507.525,Regular
19.0,66567.32,5.0,7.0,5.0,2.0,7.0,15.0,233.79,666.883.582.507.525,Regular
19.0,66567.32,5.0,7.0,5.0,2.0,7.0,15.0,233.79,666.883.582.507.525,Regular
19.0,66567.32,5.0,7.0,5.0,2.0,7.0,15.0,233.79,666.883.582.507.525,Regular
19.0,66567.32,5.0,7.0,5.0,2.0,7.0,14.0,233.79,666.883.582.507.525,Regular
32.0,12.909.895,5.0,5.0,13.0,0.0,22.0,14.0,602.5,20.446.680.591.816.400,Regular
32.0,12.909.895,5.0,5.0,13.0,0.0,22.0,14.0,602.5,20.446.680.591.816.400,Regular
33.0,12.909.895,5.0,5.0,13.0,0.0,20.0,14.0,602.5,20.446.680.591.816.400,Regular
33.0,12.909.895,5.0,5.0,13.0,0.0,22.0,15.0,602.5,20.446.680.591.816.400,Regular
33.0,12.909.895,5.0,5.0,13.0,0.0,22.0,14.0,602.5,20.446.680.591.816.400,Regular
33.0,12.909.895,5.0,5.0,13.0,0.0,17.0,14.0,602.5,20.446.680.591.816.400,Regular
33.0,12.909.895,5.0,5.0,13.0,0.0,22.0,16.0,602.5,20.446.680.591.816.400,Regular
33.0,12.909.895,5.0,5.0,13.0,0.0,22.0,15.0,602.5,20.446.680.591.816.400,Regular
33.0,30788.44,7.0,9.0,31.0,6.0,49.0,20.0,3470.08,536.486.433.406.095,Regular
33.0,30788.44,7.0,9.0,31.0,6.0,49.0,20.0,3470.08,536.486.433.406.095,Regular
33.0,30788.44,7.0,9.0,31.0,6.0,52.0,22.0,3470.08,536.486.433.406.095,Regular
33.0,30788.44,7.0,9.0,31.0,6.0,49.0,20.0,3470.08,536.486.433.406.095,Regular
33.0,30788.44,7.0,9.0,31.0,6.0,49.0,20.0,3470.08,536.486.433.406.095,Regular
33.0,30788.44,7.0,9.0,31.0,6.0,45.0,21.0,3470.08,536.486.433.406.095,Regular
33.0,30788.44,7.0,9.0,31.0,6.0,49.0,20.0,3470.08,536.486.433.406.095,Regular
33.0,30788.44,7.0,9.0,31.0,6.0,49.0,20.0,3470.08,536.486.433.406.095,Regular
42.0,20574.47,6.0,3.0,14.0,4.0,6.0,10.0,749.95,2.356.048.988.935.800,Regular
42.0,20574.47,6.0,3.0,14.0,4.0,6.0,10.0,749.95,2.356.048.988.935.800,Regular
42.0,20574.47,6.0,3.0,14.0,4.0,6.0,10.0,749.95,2.356.048.988.935.800,Regular
42.0,20574.47,6.0,3.0,14.0,4.0,6.0,12.0,749.95,2.356.048.988.935.800,Regular
42.0,20574.47,6.0,3.0,14.0,4.0,6.0,7.0,749.95,2.356.048.988.935.800,Regular
42.0,20574.47,6.0,3.0,14.0,4.0,6.0,10.0,749.95,2.356.048.988.935.800,Regular
42.0,20574.47,6.0,3.0,14.0,4.0,1.0,7.0,749.95,2.356.048.988.935.800,Regular
42.0,20574.47,6.0,3.0,14.0,4.0,6.0,10.0,749.95,2.356.048.988.935.800,Regular
21.0,148699.32,3.0,4.0,5.0,3.0,13.0,8.0,949.38,23.791.838.093.113.200,Alto
21.0,148699.32,3.0,4.0,5.0,3.0,13.0,4.0,949.38,23.791.838.093.113.200,Alto
21.0,148699.32,3.0,4.0,5.0,3.0,13.0,3.0,949.38,23.791.838.093.113.200,Alto
22.0,148699.32,3.0,4.0,5.0,3.0,13.0,6.0,949.38,23.791.838.093.113.200,Alto
22.0,148699.32,3.0,4.0,5.0,3.0,10.0,3.0,949.38,23.791.838.093.113.200,Alto
22.0,148699.32,3.0,4.0,5.0,3.0,13.0,6.0,949.38,23.791.838.093.113.200,Alto
22.0,148699.32,3.0,4.0,5.0,3.0,18.0,6.0,949.38,23.791.838.093.113.200,Alto
22.0,148699.32,3.0,4.0,5.0,3.0,16.0,8.0,949.38,23.791.838.093.113.200,Alto
19.0,85554.03,4.0,2.0,3.0,0.0,12.0,7.0,1095.73,5.704.699.053.352.160,Alto
19.0,85554.03,4.0,2.0,3.0,0.0,12.0,7.0,1095.73,5.704.699.053.352.160,Alto
19.0,85554.03,4.0,2.0,3.0,0.0,12.0,7.0,1095.73,5.704.699.053.352.160,Alto
19.0,85554.03,4.0,2.0,3.0,0.0,12.0,7.0,1095.73,5.704.699.053.352.160,Alto
19.0,85554.03,4.0,2.0,3.0,0.0,14.0,7.0,1095.73,5.704.699.053.352.160,Alto
19.0,85554.03,4.0,2.0,3.0,0.0,12.0,7.0,1095.73,5.704.699.053.352.160,Alto
19.0,85554.03,4.0,2.0,3.0,0.0,12.0,4.0,1095.73,5.704.699.053.352.160,Alto
20.0,85554.03,4.0,2.0,3.0,0.0,12.0,7.0,1095.73,5.704.699.053.352.160,Alto
15.0,55829.79,10.0,10.0,18.0,8.0,30.0,20.0,3422.49,7.993.896.964.172.490,Regular
15.0,55829.79,10.0,10.0,18.0,8.0,30.0,18.0,3422.49,7.993.896.964.172.490,Regular
15.0,55829.79,10.0,10.0,18.0,8.0,30.0,19.0,3422.49,7.993.896.964.172.490,Regular
15.0,55829.79,10.0,10.0,18.0,8.0,30.0,18.0,3422.49,7.993.896.964.172.490,Regular
16.0,55829.79,10.0,10.0,18.0,8.0,27.0,18.0,3422.49,7.993.896.964.172.490,Regular
16.0,55829.79,10.0,10.0,18.0,8.0,31.0,21.0,3422.49,7.993.896.964.172.490,Regular
16.0,55829.79,10.0,10.0,18.0,8.0,30.0,15.0,3422.49,7.993.896.964.172.490,Baixo
16.0,55829.79,10.0,10.0,18.0,8.0,30.0,19.0,3422.49,7.993.896.964.172.490,Regular
27.0,14165.23,7.0,10.0,33.0,9.0,59.0,24.0,2797.17,4.562.644.681.511.020,Regular
27.0,14165.23,7.0,10.0,33.0,9.0,55.0,24.0,2797.17,4.562.644.681.511.020,Baixo
27.0,14165.23,7.0,10.0,33.0,9.0,56.0,24.0,2797.17,4.562.644.681.511.020,Baixo
27.0,14165.23,7.0,10.0,33.0,9.0,59.0,24.0,2797.17,4.562.644.681.511.020,Regular
27.0,14165.23,7.0,10.0,33.0,9.0,59.0,24.0,2797.17,4.562.644.681.511.020,Baixo
27.0,14165.23,7.0,10.0,33.0,9.0,55.0,24.0,2797.17,4.562.644.681.511.020,Baixo
27.0,14165.23,7.0,10.0,33.0,9.0,59.0,24.0,2797.17,4.562.644.681.511.020,Baixo
27.0,14165.23,7.0,10.0,33.0,9.0,61.0,24.0,2797.17,4.562.644.681.511.020,Regular
30.0,87215.68,2.0,6.0,8.0,2.0,2.0,5.0,680.77,850.897.706.786.984,Alto
30.0,87215.68,2.0,6.0,8.0,2.0,6.0,6.0,680.77,850.897.706.786.984,Regular
30.0,87215.68,2.0,6.0,8.0,2.0,3.0,5.0,680.77,850.897.706.786.984,Alto
30.0,87215.68,2.0,6.0,8.0,2.0,2.0,5.0,680.77,850.897.706.786.984,Regular
30.0,87215.68,2.0,6.0,8.0,2.0,2.0,5.0,680.77,850.897.706.786.984,Alto
30.0,87215.68,2.0,6.0,8.0,2.0,6.0,4.0,680.77,850.897.706.786.984,Alto
30.0,87215.68,2.0,6.0,8.0,2.0,2.0,5.0,680.77,850.897.706.786.984,Alto
30.0,87215.68,2.0,6.0,8.0,2.0,2.0,8.0,680.77,850.897.706.786.984,Alto
43.0,81842.28,10.0,9.0,25.0,9.0,20.0,19.0,3053.16,55.371.438.115.591.100,Regular
43.0,81842.28,10.0,9.0,25.0,9.0,20.0,16.0,3053.16,55.371.438.115.591.100,Regular
43.0,81842.28,10.0,9.0,25.0,9.0,20.0,19.0,3053.16,55.371.438.115.591.100,Regular
43.0,81842.28,10.0,9.0,25.0,9.0,20.0,16.0,3053.16,55.371.438.115.591.100,Regular
43.0,81842.28,10.0,9.0,25.0,9.0,20.0,17.0,3053.16,55.371.438.115.591.100,Regular
43.0,81842.28,10.0,9.0,25.0,9.0,20.0,19.0,3053.16,55.371.438.115.591.100,Regular
43.0,81842.28,10.0,9.0,25.0,9.0,20.0,19.0,3053.16,55.371.438.115.591.100,Regular
43.0,81842.28,10.0,9.0,25.0,9.0,20.0,16.0,3053.16,55.371.438.115.591.100,Regular
38.0,95956.5,8.0,4.0,11.0,2.0,18.0,10.0,1079.73,2.025.717.008.716.820,Regular
38.0,95956.5,8.0,4.0,11.0,2.0,23.0,10.0,1079.73,2.025.717.008.716.820,Regular
38.0,95956.5,8.0,4.0,11.0,2.0,23.0,10.0,1079.73,2.025.717.008.716.820,Regular
38.0,95956.5,8.0,4.0,11.0,2.0,28.0,10.0,1079.73,2.025.717.008.716.820,Alto
38.0,95956.5,8.0,4.0,11.0,2.0,22.0,13.0,1079.73,2.025.717.008.716.820,Regular
38.0,95956.5,8.0,4.0,11.0,2.0,23.0,10.0,1079.73,2.025.717.008.716.820,Alto
38.0,95956.5,8.0,4.0,11.0,2.0,23.0,10.0,1079.73,2.025.717.008.716.820,Alto
38.0,95956.5,8.0,4.0,11.0,2.0,23.0,10.0,1079.73,2.025.717.008.716.820,Alto
25.0,49967.01,7.0,6.0,31.0,6.0,27.0,11.0,2253.95,5.949.541.612.485.740,Baixo
25.0,49967.01,7.0,6.0,31.0,6.0,27.0,11.0,2253.95,5.949.541.612.485.740,Baixo
26.0,49967.01,7.0,6.0,31.0,6.0,27.0,11.0,2253.95,5.949.541.612.485.740,Baixo
26.0,49967.01,7.0,6.0,31.0,6.0,27.0,11.0,2253.95,5.949.541.612.485.740,Baixo
26.0,49967.01,7.0,6.0,31.0,6.0,27.0,11.0,2253.95,5.949.541.612.485.740,Baixo
26.0,49967.01,6.0,5.0,31.0,6.0,27.0,14.0,2253.95,5.949.541.612.485.740,Baixo
26.0,49967.01,6.0,5.0,31.0,6.0,27.0,10.0,2253.95,5.949.541.612.485.740,Baixo
26.0,49967.01,6.0,5.0,31.0,6.0,27.0,11.0,2253.95,5.949.541.612.485.740,Baixo
14.0,39887.22,9.0,9.0,16.0,5.0,57.0,21.0,3119.6,37.210.310.126.757.200,Baixo
14.0,39887.22,9.0,9.0,16.0,5.0,59.0,19.0,3119.6,37.210.310.126.757.200,Baixo
14.0,39887.22,9.0,9.0,16.0,5.0,57.0,19.0,3119.6,37.210.310.126.757.200,Baixo
14.0,39887.22,9.0,9.0,16.0,5.0,52.0,19.0,3119.6,37.210.310.126.757.200,Baixo
14.0,39887.22,9.0,9.0,16.0,5.0,54.0,19.0,3119.6,37.210.310.126.757.200,Baixo
14.0,39887.22,9.0,9.0,16.0,5.0,57.0,18.0,3119.6,37.210.310.126.757.200,Baixo
14.0,39887.22,9.0,9.0,16.0,5.0,57.0,19.0,3119.6,37.210.310.126.757.200,Baixo
14.0,39887.22,9.0,9.0,16.0,5.0,57.0,22.0,3119.6,37.210.310.126.757.200,Regular
43.0,14129.76,8.0,5.0,21.0,8.0,62.0,17.0,4071.62,1.489.687.808.240.300,Baixo
44.0,14129.76,8.0,5.0,21.0,8.0,62.0,18.0,4071.62,1.489.687.808.240.300,Baixo
44.0,14129.76,8.0,5.0,21.0,8.0,62.0,18.0,4071.62,1.489.687.808.240.300,Baixo
44.0,14129.76,8.0,5.0,21.0,8.0,62.0,21.0,4071.62,1.489.687.808.240.300,Baixo
44.0,14129.76,8.0,5.0,21.0,8.0,62.0,21.0,4071.62,1.489.687.808.240.300,Baixo
44.0,14129.76,8.0,5.0,21.0,8.0,62.0,18.0,4071.62,1.489.687.808.240.300,Baixo
44.0,14129.76,8.0,5.0,21.0,8.0,62.0,18.0,4071.62,1.489.687.808.240.300,Baixo
44.0,14129.76,8.0,5.0,21.0,8.0,62.0,18.0,4071.62,1.489.687.808.240.300,Baixo
42.0,123732.32,4.0,3.0,11.0,0.0,15.0,8.0,1154.46,9.670.297.297.216.990,Alto
42.0,123732.32,4.0,3.0,11.0,0.0,15.0,8.0,1154.46,9.670.297.297.216.990,Alto
43.0,123732.32,4.0,3.0,11.0,0.0,15.0,8.0,1154.46,9.670.297.297.216.990,Regular
43.0,123732.32,4.0,3.0,11.0,0.0,15.0,8.0,1154.46,9.670.297.297.216.990,Regular
43.0,123732.32,4.0,3.0,11.0,0.0,15.0,8.0,1154.46,9.670.297.297.216.990,Regular
43.0,123732.32,4.0,3.0,11.0,0.0,15.0,8.0,1154.46,9.670.297.297.216.990,Regular
43.0,123732.32,4.0,3.0,11.0,0.0,18.0,8.0,1154.46,9.670.297.297.216.990,Regular
43.0,123732.32,4.0,3.0,11.0,0.0,15.0,8.0,1154.46,9.670.297.297.216.990,Regular
36.0,17251.38,6.0,3.0,7.0,7.0,8.0,13.0,2431.64,23.472.604.725.994.800,Regular
36.0,17251.38,6.0,3.0,7.0,7.0,8.0,15.0,2431.64,23.472.604.725.994.800,Regular
37.0,17251.38,6.0,3.0,7.0,7.0,5.0,12.0,2431.64,23.472.604.725.994.800,Regular
37.0,17251.38,6.0,3.0,7.0,7.0,10.0,15.0,2431.64,23.472.604.725.994.800,Regular
37.0,17251.38,6.0,3.0,7.0,7.0,8.0,15.0,2431.64,23.472.604.725.994.800,Regular
37.0,17251.38,6.0,3.0,7.0,7.0,5.0,15.0,2431.64,23.472.604.725.994.800,Regular
37.0,17251.38,6.0,3.0,7.0,7.0,8.0,15.0,2431.64,23.472.604.725.994.800,Regular
37.0,17251.38,6.0,3.0,7.0,7.0,3.0,15.0,2431.64,23.472.604.725.994.800,Regular
22.0,36822.29,8.0,7.0,6.0,4.0,14.0,19.0,125.25,3.811.405.465.744.950,Regular
22.0,36822.29,8.0,7.0,6.0,4.0,14.0,19.0,125.25,3.811.405.465.744.950,Regular
23.0,36822.29,8.0,7.0,6.0,4.0,14.0,17.0,125.25,3.811.405.465.744.950,Regular
23.0,36822.29,8.0,7.0,6.0,4.0,14.0,19.0,125.25,3.811.405.465.744.950,Alto
23.0,36822.29,8.0,7.0,6.0,4.0,14.0,19.0,125.25,3.811.405.465.744.950,Alto
23.0,36822.29,8.0,7.0,6.0,4.0,16.0,18.0,125.25,3.811.405.465.744.950,Alto
23.0,36822.29,8.0,7.0,6.0,4.0,14.0,20.0,125.25,3.811.405.465.744.950,Alto
23.0,36822.29,8.0,7.0,6.0,4.0,15.0,19.0,125.25,3.811.405.465.744.950,Alto
25.0,80108.31,5.0,3.0,17.0,0.0,25.0,19.0,997.28,5.218.981.024.031.860,Regular
25.0,80108.31,5.0,3.0,17.0,0.0,28.0,19.0,997.28,5.218.981.024.031.860,Regular
25.0,80108.31,5.0,3.0,17.0,0.0,25.0,16.0,997.28,5.218.981.024.031.860,Regular
25.0,80108.31,5.0,3.0,17.0,0.0,20.0,21.0,997.28,5.218.981.024.031.860,Regular
25.0,80108.31,5.0,3.0,17.0,0.0,25.0,19.0,997.28,5.218.981.024.031.860,Regular
25.0,80108.31,5.0,3.0,17.0,0.0,25.0,19.0,997.28,5.218.981.024.031.860,Regular
25.0,80108.31,5.0,3.0,17.0,0.0,25.0,19.0,997.28,5.218.981.024.031.860,Regular
25.0,80108.31,5.0,3.0,17.0,0.0,25.0,19.0,997.28,5.218.981.024.031.860,Regular
20.0,69977.6,10.0,7.0,20.0,9.0,49.0,18.0,3042.36,6.466.200.289.302.630,Regular
20.0,69977.6,10.0,7.0,20.0,9.0,49.0,18.0,3042.36,6.466.200.289.302.630,Baixo
20.0,69977.6,10.0,7.0,20.0,9.0,49.0,18.0,3042.36,6.466.200.289.302.630,Regular
20.0,69977.6,10.0,7.0,20.0,9.0,49.0,18.0,3042.36,6.466.200.289.302.630,Baixo
20.0,69977.6,10.0,7.0,20.0,9.0,49.0,18.0,3042.36,6.466.200.289.302.630,Baixo
21.0,69977.6,10.0,7.0,20.0,9.0,54.0,20.0,3042.36,6.466.200.289.302.630,Baixo
21.0,69977.6,10.0,7.0,20.0,9.0,49.0,19.0,3042.36,6.466.200.289.302.630,Regular
21.0,69977.6,10.0,7.0,20.0,9.0,49.0,18.0,3042.36,6.466.200.289.302.630,Regular
16.0,78988.48,9.0,5.0,29.0,7.0,27.0,17.0,1746.9,8.807.126.673.833.410,Baixo
16.0,78988.48,9.0,5.0,29.0,7.0,27.0,17.0,1746.9,8.807.126.673.833.410,Baixo
16.0,78988.48,9.0,5.0,29.0,7.0,27.0,17.0,1746.9,8.807.126.673.833.410,Baixo
16.0,78988.48,9.0,5.0,29.0,7.0,27.0,17.0,1746.9,8.807.126.673.833.410,Regular
16.0,78988.48,9.0,5.0,29.0,7.0,27.0,17.0,1746.9,8.807.126.673.833.410,Baixo
16.0,78988.48,9.0,5.0,29.0,7.0,27.0,15.0,1746.9,8.807.126.673.833.410,Baixo
16.0,78988.48,9.0,5.0,29.0,7.0,22.0,17.0,1746.9,8.807.126.673.833.410,Baixo
16.0,78988.48,9.0,5.0,29.0,7.0,27.0,17.0,1746.9,8.807.126.673.833.410,Baixo
45.0,41746.76,8.0,5.0,31.0,3.0,62.0,21.0,1936.79,3.156.000.965.684.300,Baixo
45.0,41746.76,8.0,5.0,31.0,3.0,62.0,22.0,1936.79,3.156.000.965.684.300,Regular
45.0,41746.76,8.0,5.0,31.0,3.0,62.0,20.0,1936.79,3.156.000.965.684.300,Regular
45.0,41746.76,8.0,5.0,31.0,3.0,62.0,21.0,1936.79,3.156.000.965.684.300,Baixo
45.0,41746.76,8.0,5.0,31.0,3.0,62.0,18.0,1936.79,3.156.000.965.684.300,Regular
46.0,41746.76,8.0,5.0,31.0,3.0,62.0,21.0,1936.79,3.156.000.965.684.300,Baixo
46.0,41746.76,8.0,5.0,31.0,3.0,59.0,23.0,1936.79,3.156.000.965.684.300,Baixo
46.0,41746.76,8.0,5.0,31.0,3.0,62.0,21.0,1936.79,3.156.000.965.684.300,Baixo
21.0,19981.6,10.0,8.0,20.0,7.0,54.0,21.0,4834.59,328.700.308.749.406,Regular
21.0,19981.6,10.0,8.0,20.0,7.0,54.0,21.0,4834.59,328.700.308.749.406,Baixo
22.0,19981.6,10.0,8.0,20.0,7.0,54.0,21.0,4834.59,328.700.308.749.406,Baixo
22.0,19981.6,10.0,8.0,20.0,7.0,54.0,21.0,4834.59,328.700.308.749.406,Baixo
22.0,19981.6,10.0,8.0,20.0,7.0,54.0,21.0,4834.59,328.700.308.749.406,Baixo
22.0,19981.6,10.0,8.0,20.0,7.0,54.0,19.0,4834.59,328.700.308.749.406,Regular
22.0,19981.6,10.0,8.0,20.0,7.0,54.0,23.0,4834.59,328.700.308.749.406,Baixo
22.0,19981.6,10.0,8.0,20.0,7.0,54.0,21.0,4834.59,328.700.308.749.406,Baixo
18.0,73737.36,7.0,3.0,18.0,4.0,20.0,20.0,1219.39,7.726.602.559.532.000,Regular
19.0,73737.36,7.0,3.0,18.0,4.0,20.0,20.0,1219.39,7.726.602.559.532.000,Regular
19.0,73737.36,7.0,3.0,18.0,4.0,20.0,17.0,1219.39,7.726.602.559.532.000,Regular
19.0,73737.36,7.0,3.0,18.0,4.0,20.0,17.0,1219.39,7.726.602.559.532.000,Regular
19.0,73737.36,7.0,3.0,18.0,4.0,15.0,20.0,1219.39,7.726.602.559.532.000,Regular
19.0,73737.36,7.0,3.0,18.0,4.0,20.0,20.0,1219.39,7.726.602.559.532.000,Regular
19.0,73737.36,7.0,3.0,18.0,4.0,20.0,20.0,1219.39,7.726.602.559.532.000,Regular
19.0,73737.36,7.0,3.0,18.0,4.0,20.0,17.0,1219.39,7.726.602.559.532.000,Regular
33.0,88362.46,5.0,2.0,8.0,3.0,17.0,5.0,325.93,7.892.670.382.261.050,Alto
33.0,88362.46,5.0,2.0,8.0,3.0,15.0,10.0,325.93,7.892.670.382.261.050,Alto
33.0,88362.46,5.0,2.0,8.0,3.0,17.0,8.0,325.93,7.892.670.382.261.050,Regular
34.0,88362.46,5.0,2.0,8.0,3.0,15.0,8.0,325.93,7.892.670.382.261.050,Alto
34.0,88362.46,5.0,2.0,8.0,3.0,15.0,8.0,325.93,7.892.670.382.261.050,Alto
34.0,88362.46,5.0,2.0,8.0,3.0,15.0,6.0,325.93,7.892.670.382.261.050,Alto
34.0,88362.46,5.0,2.0,8.0,3.0,15.0,8.0,325.93,7.892.670.382.261.050,Alto
34.0,88362.46,5.0,2.0,8.0,3.0,15.0,7.0,325.93,7.892.670.382.261.050,Alto
45.0,118248.6,5.0,1.0,4.0,0.0,13.0,10.0,191.09,1.865.091.567.501.200,Alto
45.0,118248.6,5.0,1.0,4.0,0.0,13.0,10.0,191.09,1.865.091.567.501.200,Regular
45.0,118248.6,5.0,1.0,4.0,0.0,13.0,7.0,191.09,1.865.091.567.501.200,Alto
45.0,118248.6,5.0,1.0,4.0,0.0,13.0,7.0,191.09,1.865.091.567.501.200,Alto
45.0,118248.6,5.0,1.0,4.0,0.0,13.0,10.0,191.09,1.865.091.567.501.200,Regular
45.0,118248.6,5.0,1.0,4.0,0.0,13.0,10.0,191.09,1.865.091.567.501.200,Alto
45.0,118248.6,5.0,1.0,4.0,0.0,13.0,10.0,191.09,1.865.091.567.501.200,Alto
45.0,118248.6,5.0,1.0,4.0,0.0,18.0,13.0,191.09,1.865.091.567.501.200,Alto
26.0,60162.1,5.0,7.0,5.0,7.0,18.0,10.0,1037.45,8.001.264.638.361.240,Regular
26.0,60162.1,5.0,7.0,5.0,7.0,18.0,10.0,1037.45,8.001.264.638.361.240,Regular
26.0,60162.1,5.0,7.0,5.0,7.0,18.0,10.0,1037.45,8.001.264.638.361.240,Regular
26.0,60162.1,5.0,7.0,5.0,7.0,18.0,12.0,1037.45,8.001.264.638.361.240,Regular
26.0,60162.1,5.0,7.0,5.0,7.0,17.0,10.0,1037.45,8.001.264.638.361.240,Regular
